ProductKey(Integer),ProductName(String),Category(String),Price(Double)
697,Product 697,Category 697,40.1101730868589
698,Product 698,Category 698,26.10185923966346
699,Product 699,Category 699,24.62159867031004
700,Product 700,Category 700,36.54078557263669
701,Product 701,Category 701,26.70104996972159
702,Product 702,Category 702,24.731855651023103
703,Product 703,Category 703,34.01576460113975
704,Product 704,Category 704,39.28619881367137
705,Product 705,Category 705,35.85645045222444
706,Product 706,Category 706,33.00986255207627
707,Product 707,Category 707,1.629247903561303
708,Product 708,Category 708,6.7953763708968875
709,Product 709,Category 709,45.12872288630553
710,Product 710,Category 710,39.60501782448797
711,Product 711,Category 711,40.38929511519117
712,Product 712,Category 712,29.713350535261696
713,Product 713,Category 713,35.69583163355045
714,Product 714,Category 714,9.795940709338208
715,Product 715,Category 715,34.81965723757863
716,Product 716,Category 716,22.421341343843636
717,Product 717,Category 717,45.18910108349465
718,Product 718,Category 718,5.807816762892586
719,Product 719,Category 719,48.7403147652612
720,Product 720,Category 720,27.159111364343147
721,Product 721,Category 721,13.141872635232897
722,Product 722,Category 722,41.840766541672764
723,Product 723,Category 723,35.24461021710598
724,Product 724,Category 724,37.47682016216977
725,Product 725,Category 725,39.556182226828426
726,Product 726,Category 726,48.64453838888937
727,Product 727,Category 727,37.63942253449729
728,Product 728,Category 728,38.161458139707285
729,Product 729,Category 729,48.2271751095899
730,Product 730,Category 730,17.465281139679416
731,Product 731,Category 731,16.95779948880875
732,Product 732,Category 732,10.784897676612953
733,Product 733,Category 733,31.67005063819204
734,Product 734,Category 734,14.723329940158669
735,Product 735,Category 735,27.63982138575462
736,Product 736,Category 736,7.585043140796165
737,Product 737,Category 737,3.7618982148289453
738,Product 738,Category 738,6.876664856851388
739,Product 739,Category 739,38.02629532334923
740,Product 740,Category 740,1.518522419525741
741,Product 741,Category 741,49.54086406750153
742,Product 742,Category 742,9.582897817381335
743,Product 743,Category 743,6.421179268720177
744,Product 744,Category 744,27.012814316844956
745,Product 745,Category 745,38.997677259152006
746,Product 746,Category 746,26.493335492490633
747,Product 747,Category 747,26.652505379410854
748,Product 748,Category 748,34.19765294747622
749,Product 749,Category 749,13.149639118869066
750,Product 750,Category 750,20.79588902122466
751,Product 751,Category 751,49.297870746039706
752,Product 752,Category 752,39.210018205705694
753,Product 753,Category 753,6.204737198333048
754,Product 754,Category 754,16.969287450140705
755,Product 755,Category 755,16.039399108674786
756,Product 756,Category 756,14.543950150649481
757,Product 757,Category 757,37.20366037208896
758,Product 758,Category 758,11.119263733600631
759,Product 759,Category 759,14.974410356015754
760,Product 760,Category 760,26.355909349190092
761,Product 761,Category 761,38.17003543396633
762,Product 762,Category 762,25.738084362806145
763,Product 763,Category 763,24.131853833520054
764,Product 764,Category 764,40.13832788062045
765,Product 765,Category 765,33.504306389052886
766,Product 766,Category 766,28.761986901287912
767,Product 767,Category 767,8.930897211347954
768,Product 768,Category 768,32.238470081466645
769,Product 769,Category 769,47.12423650835211
770,Product 770,Category 770,47.39682084272415
771,Product 771,Category 771,26.8668940338058
772,Product 772,Category 772,12.32666847386863
773,Product 773,Category 773,39.68512099869598
774,Product 774,Category 774,44.340337063951026
775,Product 775,Category 775,19.321262952503115
776,Product 776,Category 776,31.10745071377589
777,Product 777,Category 777,18.10532967388929
778,Product 778,Category 778,37.750355788673524
779,Product 779,Category 779,36.06566336564208
780,Product 780,Category 780,18.31902558088892
781,Product 781,Category 781,13.577933853424494
782,Product 782,Category 782,36.591144265899814
783,Product 783,Category 783,42.767162299224914
784,Product 784,Category 784,18.38105895144401
785,Product 785,Category 785,42.266702736283506
786,Product 786,Category 786,29.836143711928298
787,Product 787,Category 787,5.599928888185345
788,Product 788,Category 788,14.92761454527563
789,Product 789,Category 789,44.96484859234261
790,Product 790,Category 790,11.413288448706155
791,Product 791,Category 791,29.930303906706172
792,Product 792,Category 792,10.901585097129795
793,Product 793,Category 793,48.137496187956266
794,Product 794,Category 794,42.74996316107998
795,Product 795,Category 795,1.965940257558573
796,Product 796,Category 796,7.888910134930631
797,Product 797,Category 797,48.97389999652595
798,Product 798,Category 798,1.3077429694019973
799,Product 799,Category 799,43.2460283599079
800,Product 800,Category 800,6.93530044445274
801,Product 801,Category 801,1.3430283066927553
802,Product 802,Category 802,36.59286460901636
803,Product 803,Category 803,37.89843852105472
804,Product 804,Category 804,33.215171613811314
805,Product 805,Category 805,17.876210765117445
806,Product 806,Category 806,4.786499484253064
807,Product 807,Category 807,31.70096193245765
808,Product 808,Category 808,18.611927709395452
809,Product 809,Category 809,5.793122313965492
810,Product 810,Category 810,29.359649920796855
811,Product 811,Category 811,30.157648074065563
812,Product 812,Category 812,9.520687016692124
813,Product 813,Category 813,20.542442964499436
814,Product 814,Category 814,37.82067709675466
815,Product 815,Category 815,40.03754959084995
816,Product 816,Category 816,1.9990004145313758
817,Product 817,Category 817,1.8461400515455908
818,Product 818,Category 818,4.089180061209373
819,Product 819,Category 819,5.122055726120033
820,Product 820,Category 820,42.76806965387128
821,Product 821,Category 821,1.3163624858599168
822,Product 822,Category 822,31.898121834992544
823,Product 823,Category 823,32.26827314611067
824,Product 824,Category 824,22.506416406464524
825,Product 825,Category 825,19.456538742206654
826,Product 826,Category 826,47.09685333560006
827,Product 827,Category 827,38.3197787735068
828,Product 828,Category 828,27.379908021522347
829,Product 829,Category 829,42.56333950308378
830,Product 830,Category 830,25.76082357140232
831,Product 831,Category 831,21.882382248035082
832,Product 832,Category 832,5.816513224874114
833,Product 833,Category 833,6.813753430487839
834,Product 834,Category 834,20.609534804012537
835,Product 835,Category 835,26.531355454658506
836,Product 836,Category 836,50.16108612587387
837,Product 837,Category 837,17.65157681672603
838,Product 838,Category 838,10.392447136844517
839,Product 839,Category 839,13.627940026341816
840,Product 840,Category 840,37.0349626804412
841,Product 841,Category 841,17.480235452895343
842,Product 842,Category 842,35.62327431935067
843,Product 843,Category 843,3.5967473923144357
844,Product 844,Category 844,15.97708172991022
845,Product 845,Category 845,23.623898389223474
846,Product 846,Category 846,49.326308839848025
847,Product 847,Category 847,24.251998035336825
848,Product 848,Category 848,33.257803046824414
849,Product 849,Category 849,1.5364409653409952
850,Product 850,Category 850,3.304107613175682
851,Product 851,Category 851,23.559391496458282
852,Product 852,Category 852,26.63356288353824
853,Product 853,Category 853,45.31789629009543
854,Product 854,Category 854,8.84408657477158
855,Product 855,Category 855,12.08171087459709
856,Product 856,Category 856,27.249926713058535
857,Product 857,Category 857,8.740589818913541
858,Product 858,Category 858,5.752264841335386
859,Product 859,Category 859,47.28008832434459
860,Product 860,Category 860,6.90259210855793
861,Product 861,Category 861,15.19225978812227
862,Product 862,Category 862,45.13560255284546
863,Product 863,Category 863,7.829213710435722
864,Product 864,Category 864,12.430321957504457
865,Product 865,Category 865,24.21101451628434
866,Product 866,Category 866,39.45009628672674
867,Product 867,Category 867,31.153559528733386
868,Product 868,Category 868,34.14074183557544
869,Product 869,Category 869,45.617088162013516
870,Product 870,Category 870,7.989967957430182
871,Product 871,Category 871,1.5030592870843398
872,Product 872,Category 872,11.859400473298352
873,Product 873,Category 873,19.63889830568827
874,Product 874,Category 874,47.21402212252509
875,Product 875,Category 875,29.060473684104142
876,Product 876,Category 876,40.4444464829448
877,Product 877,Category 877,22.886012829199565
878,Product 878,Category 878,33.08841775411248
879,Product 879,Category 879,2.8090365347670776
880,Product 880,Category 880,46.423701483319014
881,Product 881,Category 881,15.539219537078484
882,Product 882,Category 882,16.970826736523072
883,Product 883,Category 883,31.187763808743167
884,Product 884,Category 884,18.78790185292838
885,Product 885,Category 885,14.70792179609105
886,Product 886,Category 886,7.469141720781796
887,Product 887,Category 887,4.923185617524721
888,Product 888,Category 888,39.913304447150125
889,Product 889,Category 889,12.5477285320149
890,Product 890,Category 890,38.178604147383645
891,Product 891,Category 891,25.850036990062613
892,Product 892,Category 892,27.088813765833514
893,Product 893,Category 893,5.436125067955898
894,Product 894,Category 894,5.2344231645012
895,Product 895,Category 895,44.01981401909883
896,Product 896,Category 896,11.187251256340346
897,Product 897,Category 897,12.271739446685263
898,Product 898,Category 898,19.212667935398457
899,Product 899,Category 899,32.94490278380628
900,Product 900,Category 900,46.647321135947436
901,Product 901,Category 901,35.79274768876465
902,Product 902,Category 902,3.070402193657644
903,Product 903,Category 903,9.437329627321438
904,Product 904,Category 904,16.12229464674764
905,Product 905,Category 905,10.702585358831573
906,Product 906,Category 906,31.53674749224647
907,Product 907,Category 907,20.175015206565156
908,Product 908,Category 908,13.903395037499077
909,Product 909,Category 909,36.34618122604446
910,Product 910,Category 910,47.64977016932833
911,Product 911,Category 911,21.864707708778234
912,Product 912,Category 912,14.540280057264315
913,Product 913,Category 913,9.697517195335397
914,Product 914,Category 914,8.979760543015058
915,Product 915,Category 915,25.669662815367438
916,Product 916,Category 916,6.958037846882585
917,Product 917,Category 917,6.499397134898626
918,Product 918,Category 918,9.487716302167293
919,Product 919,Category 919,9.431393205558596
920,Product 920,Category 920,49.80948623187686
921,Product 921,Category 921,4.538882437776985
922,Product 922,Category 922,42.9385057241912
923,Product 923,Category 923,23.138696850888547
924,Product 924,Category 924,30.803589597306658
925,Product 925,Category 925,3.2469360524258852
926,Product 926,Category 926,20.321429665987793
927,Product 927,Category 927,24.08346679426035
928,Product 928,Category 928,41.31521801078294
929,Product 929,Category 929,18.078383221702193
930,Product 930,Category 930,26.826557347775488
931,Product 931,Category 931,28.191627840226566
932,Product 932,Category 932,7.708439182543496
933,Product 933,Category 933,16.45838949521215
934,Product 934,Category 934,3.5834720064090657
935,Product 935,Category 935,3.1288720412432016
936,Product 936,Category 936,2.4949836855712437
937,Product 937,Category 937,14.474229277815446
938,Product 938,Category 938,15.589696822000702
939,Product 939,Category 939,6.954690694072501
940,Product 940,Category 940,41.70148815160564
941,Product 941,Category 941,19.94618167813555
942,Product 942,Category 942,20.039343614723553
943,Product 943,Category 943,43.33452427118924
944,Product 944,Category 944,9.63355595212184
945,Product 945,Category 945,38.02900209463921
946,Product 946,Category 946,28.608179622614138
947,Product 947,Category 947,10.618698635936818
948,Product 948,Category 948,38.601644241927794
949,Product 949,Category 949,50.07546084910591
950,Product 950,Category 950,13.159533430966379
951,Product 951,Category 951,17.458110776422313
952,Product 952,Category 952,9.11323132736861
953,Product 953,Category 953,35.136034947516194
954,Product 954,Category 954,36.80616073680539
955,Product 955,Category 955,22.050496801603728
956,Product 956,Category 956,25.537671903785423
957,Product 957,Category 957,26.173926111901874
958,Product 958,Category 958,1.2963901749751585
959,Product 959,Category 959,25.597400376341525
960,Product 960,Category 960,13.314603827387499
961,Product 961,Category 961,29.842130016372263
962,Product 962,Category 962,37.28858157155819
963,Product 963,Category 963,13.100825043132685
964,Product 964,Category 964,26.403719059307516
965,Product 965,Category 965,39.49938832838508
966,Product 966,Category 966,26.236110512299426
967,Product 967,Category 967,36.23986115107882
968,Product 968,Category 968,47.86316740042321
969,Product 969,Category 969,36.0344176096452
970,Product 970,Category 970,31.325836405630636
971,Product 971,Category 971,23.74140263822364
972,Product 972,Category 972,12.195819409137957
973,Product 973,Category 973,50.02288175902871
974,Product 974,Category 974,30.19615907453495
975,Product 975,Category 975,34.39541888736792
976,Product 976,Category 976,25.41704987380211
977,Product 977,Category 977,1.7591783442683797
978,Product 978,Category 978,34.006530690167985
979,Product 979,Category 979,36.66405300743345
980,Product 980,Category 980,7.6746891575740985
981,Product 981,Category 981,42.78514552213656
982,Product 982,Category 982,45.83844130038723
983,Product 983,Category 983,6.695151707973517
984,Product 984,Category 984,33.691200731453485
985,Product 985,Category 985,43.6804292012951
986,Product 986,Category 986,6.378642199101025
987,Product 987,Category 987,33.474676297182356
988,Product 988,Category 988,48.30013497810116
989,Product 989,Category 989,8.084271786651358
990,Product 990,Category 990,46.36853534887176
991,Product 991,Category 991,5.838739639093786
992,Product 992,Category 992,37.91334106892246
993,Product 993,Category 993,42.18609989498807
994,Product 994,Category 994,13.399398451921156
995,Product 995,Category 995,31.114880852986463
996,Product 996,Category 996,43.88237309117066
997,Product 997,Category 997,22.252356542734784
998,Product 998,Category 998,15.291287287149013
999,Product 999,Category 999,49.27348284100751
1000,Product 1000,Category 1000,10.40698872937088
