SaleID(Integer),DateKey(Integer),ProductKey(Integer),StoreKey(Integer),QuantitySold(Integer),TotalAmount(Double)
2371,77,246,148,18,839.75
2372,309,416,98,18,712.79
2373,292,58,30,17,811.65
2374,430,589,4,17,1007.17
2375,133,262,110,19,634.50
2376,32,735,162,18,529.90
2377,285,736,127,15,740.85
2378,207,367,112,2,100.93
2379,233,610,63,3,128.27
2380,270,508,35,18,215.35
2381,236,784,60,12,677.07
2382,58,722,34,10,534.49
2383,499,223,30,16,234.09
2384,308,993,160,13,738.83
2385,211,55,183,4,64.45
2386,206,326,175,17,681.54
2387,57,14,95,12,416.46
2388,398,265,87,13,249.44
2389,263,809,116,2,104.70
2390,240,564,180,2,98.83
2391,421,751,117,2,93.12
2392,201,603,135,14,585.37
2393,314,764,160,4,45.51
2394,234,341,51,16,957.92
2395,341,295,137,3,49.82
2396,39,990,200,9,207.79
2397,352,440,82,8,380.18
2398,410,536,37,19,541.27
2399,387,554,11,13,709.90
2400,19,125,119,13,367.44
2401,112,137,126,4,111.97
2402,192,155,54,18,716.15
2403,119,287,132,17,206.77
2404,102,692,143,4,138.13
2405,493,81,110,20,907.80
2406,376,855,77,9,370.37
2407,157,650,35,7,302.65
2408,329,431,18,20,359.58
2409,401,177,96,17,902.51
2410,137,175,42,4,221.21
2411,181,220,197,8,118.42
2412,178,552,94,5,64.22
2413,2,832,195,12,389.84
2414,132,696,127,20,1074.99
2415,459,387,19,17,881.15
2416,243,200,81,1,50.51
2417,29,17,2,14,169.29
2418,296,825,87,19,918.51
2419,227,247,25,17,665.24
2420,122,59,126,5,86.45
2421,494,159,88,17,622.36
2422,88,395,50,3,32.06
2423,346,561,98,14,463.64
2424,68,559,86,17,961.08
2425,183,675,43,3,88.56
2426,461,688,64,17,199.97
2427,500,885,142,1,59.27
2428,278,644,89,18,568.43
2429,381,459,27,16,883.74
2430,93,22,130,14,506.97
2431,485,944,52,5,179.65
2432,495,412,155,5,59.19
2433,210,179,160,20,331.51
2434,14,676,6,12,210.75
2435,113,457,129,3,66.51
2436,257,827,152,9,402.91
2437,462,543,184,11,224.17
2438,17,811,32,16,196.38
2439,320,418,87,6,220.37
2440,189,375,168,16,505.54
2441,475,589,167,11,637.58
2442,356,269,161,12,379.56
2443,427,39,7,10,364.97
2444,383,63,117,9,310.03
2445,250,710,21,12,343.75
2446,130,959,76,9,283.20
2447,370,428,177,8,212.97
2448,188,799,1,13,742.18
2449,276,676,148,20,658.69
2450,234,809,93,4,81.15
2451,248,49,47,11,551.84
2452,364,56,153,17,180.92
2453,422,548,103,7,193.35
2454,20,715,90,4,146.46
2455,407,648,87,11,256.29
2456,301,923,133,8,395.99
2457,309,236,189,19,342.05
2458,388,489,2,16,262.54
2459,306,460,30,12,505.32
2460,422,502,117,9,371.62
2461,415,421,133,4,49.49
2462,365,422,9,8,167.97
2463,346,411,198,14,555.31
2464,329,515,142,5,89.63
2465,334,944,41,15,468.91
2466,132,899,146,12,304.56
2467,42,763,81,14,229.10
2468,483,606,76,12,512.75
2469,212,19,83,6,289.45
2470,367,376,172,10,257.34
2471,7,79,108,18,963.58
2472,287,750,30,7,149.15
2473,386,684,155,4,163.28
2474,223,536,110,6,82.14
2475,437,730,78,11,539.84
2476,251,531,102,9,279.59
2477,150,579,184,4,194.55
2478,363,656,44,20,667.84
2479,480,801,119,20,703.98
2480,71,389,103,2,92.70
2481,488,603,187,13,289.56
2482,232,495,48,7,247.79
2483,101,636,106,19,978.39
2484,53,449,30,10,428.35
2485,183,976,96,6,294.36
2486,51,413,138,11,212.13
2487,119,700,139,10,522.55
2488,295,710,82,4,104.59
2489,209,184,77,18,228.60
2490,207,567,185,14,200.12
2491,211,508,114,2,49.09
2492,481,435,164,7,321.01
2493,435,461,66,15,465.72
2494,121,496,128,17,586.88
2495,262,882,48,1,33.45
2496,245,33,40,2,53.21
2497,62,120,39,18,379.94
2498,470,560,51,19,227.39
2499,462,598,46,10,430.63
2500,206,565,83,15,355.11
2501,336,966,90,8,98.09
2502,185,823,73,18,1031.90
2503,132,41,89,15,539.18
2504,135,517,140,12,484.45
2505,118,261,30,5,89.19
2506,450,225,184,16,393.92
2507,469,462,184,1,20.31
2508,329,881,59,11,324.11
2509,448,799,110,3,94.29
2510,185,106,124,10,116.41
2511,50,587,197,14,319.57
2512,156,59,93,11,443.83
2513,125,924,105,14,529.95
2514,366,978,24,13,179.98
2515,384,799,72,16,252.25
2516,55,878,47,15,267.91
2517,165,58,195,8,154.75
2518,467,617,59,4,58.12
2519,230,476,96,14,282.10
2520,384,281,199,17,977.83
2521,265,687,115,20,907.56
2522,82,83,190,15,587.67
2523,287,764,59,4,47.70
2524,154,387,39,15,383.00
2525,3,732,72,6,357.88
2526,377,67,161,16,423.13
2527,12,415,18,18,637.51
2528,64,855,2,12,121.91
2529,264,971,76,20,397.26
2530,144,10,162,20,453.60
2531,113,762,46,13,624.33
2532,428,552,173,10,339.63
2533,345,480,50,13,722.53
2534,323,960,119,17,694.00
2535,41,839,134,10,317.81
2536,453,308,64,16,386.05
2537,431,946,136,5,178.61
2538,274,656,95,12,459.92
2539,337,811,183,12,137.22
2540,57,268,107,20,205.80
2541,91,441,101,13,408.82
2542,23,991,117,2,24.16
2543,206,305,43,6,89.00
2544,108,337,130,13,602.95
2545,183,760,36,10,208.10
2546,404,115,109,14,440.67
2547,443,451,51,11,546.44
2548,320,382,34,13,450.31
2549,488,659,145,9,539.84
2550,12,751,102,20,670.03
2551,73,264,21,4,205.18
2552,107,643,171,18,294.07
2553,339,585,143,3,123.29
2554,481,172,15,10,362.02
2555,291,933,16,17,488.67
2556,17,143,164,11,383.08
2557,209,969,193,20,386.26
2558,113,488,91,2,78.15
2559,271,511,148,9,463.20
2560,129,980,90,19,423.04
2561,199,808,198,7,150.52
2562,467,970,142,16,331.82
2563,127,878,195,20,515.43
2564,315,14,10,6,70.99
2565,15,208,148,11,503.64
2566,465,170,182,14,220.71
2567,73,634,195,15,896.31
2568,305,11,91,2,64.66
2569,369,408,95,1,25.36
2570,445,140,179,18,969.18
2571,424,336,162,10,566.21
2572,147,818,78,19,987.17
2573,275,378,87,12,135.64
2574,90,612,31,10,252.55
2575,250,52,33,11,111.29
2576,298,998,62,4,209.78
2577,127,622,110,18,494.35
2578,303,258,120,13,615.18
2579,121,23,114,16,824.44
2580,74,322,113,19,646.76
2581,268,546,40,6,98.55
2582,452,614,162,15,700.69
2583,86,657,130,8,126.20
2584,121,542,198,4,102.36
2585,250,317,170,5,140.59
2586,273,851,46,16,680.15
2587,433,839,177,7,380.29
2588,42,415,109,20,1053.07
2589,275,325,124,3,158.78
2590,85,647,150,10,145.55
2591,232,781,14,17,425.06
2592,367,201,34,6,298.36
2593,407,375,47,20,365.27
2594,29,303,47,6,125.83
2595,260,131,60,6,200.40
2596,269,496,67,19,772.56
2597,142,582,64,12,624.35
2598,259,126,78,14,528.84
2599,340,210,16,1,37.36
2600,259,320,182,4,215.90
2601,313,578,108,13,234.09
2602,377,630,84,7,225.40
2603,154,494,185,8,439.13
2604,227,243,148,10,370.45
2605,13,505,155,17,799.17
2606,92,76,179,3,149.46
2607,56,252,199,6,222.95
2608,45,83,170,19,668.75
2609,212,783,118,14,330.49
2610,153,70,143,7,304.99
2611,302,188,173,18,563.32
2612,403,690,83,3,175.20
2613,330,32,25,7,289.92
2614,40,911,78,4,202.37
2615,107,943,144,9,122.28
2616,144,119,8,19,372.76
2617,470,691,106,14,144.67
2618,437,592,145,8,242.86
2619,123,785,86,14,294.13
2620,14,323,105,1,44.99
2621,123,928,33,4,146.29
2622,254,255,186,17,247.02
2623,104,263,8,6,295.22
2624,284,510,169,5,133.33
2625,360,441,166,2,102.37
2626,180,410,77,3,108.17
2627,277,616,177,13,219.83
2628,341,749,78,17,250.76
2629,118,148,167,8,276.86
2630,66,300,79,17,873.01
2631,470,758,133,5,106.21
2632,495,966,63,11,271.08
2633,161,741,184,8,191.26
2634,420,517,98,15,686.78
2635,356,684,172,9,221.17
2636,46,769,166,5,106.01
2637,55,231,25,15,685.72
2638,118,908,152,4,73.87
2639,2,265,77,14,315.21
2640,251,527,180,3,91.23
2641,1,499,76,17,701.84
2642,468,384,20,19,533.28
2643,10,194,188,6,259.23
2644,382,669,96,10,235.48
2645,329,565,109,4,163.35
2646,309,913,12,8,372.37
2647,454,354,93,20,425.21
2648,137,537,1,6,106.20
2649,319,340,161,3,156.48
2650,188,754,146,11,140.09
2651,60,420,23,8,198.78
2652,19,10,151,3,119.98
2653,156,185,16,18,963.24
2654,158,273,183,3,157.01
2655,451,373,27,1,41.76
2656,307,714,119,14,157.45
2657,303,6,131,19,439.77
2658,487,419,8,15,528.81
2659,356,902,82,6,300.08
2660,31,942,165,3,52.77
2661,363,80,31,5,235.38
2662,284,147,90,2,50.38
2663,59,591,99,11,111.14
2664,86,323,112,10,563.29
2665,303,524,153,15,352.49
2666,40,290,14,18,723.89
2667,88,452,179,7,141.76
2668,178,210,2,14,203.46
2669,378,60,49,16,414.71
2670,81,119,85,19,690.51
2671,431,202,92,12,262.09
2672,311,411,94,4,63.73
2673,424,145,168,12,577.07
2674,487,840,157,2,98.61
2675,105,296,71,12,369.45
2676,459,420,24,3,159.98
2677,344,896,187,12,384.72
2678,297,165,68,15,487.41
2679,305,225,59,4,203.99
2680,481,218,97,5,50.65
2681,445,256,166,16,415.29
2682,256,930,160,9,103.29
2683,244,623,84,15,732.10
2684,135,708,145,6,94.17
2685,146,57,137,15,460.06
2686,375,780,198,19,715.86
2687,62,465,125,18,578.99
2688,400,150,68,18,447.65
2689,486,774,191,11,268.36
2690,481,697,16,17,266.15
2691,451,501,144,20,709.22
2692,235,763,63,14,176.80
2693,317,338,178,8,406.68
2694,167,852,181,14,699.42
2695,388,452,160,18,181.08
2696,186,224,128,3,89.32
2697,233,165,185,18,378.91
2698,192,269,78,11,645.68
2699,35,299,143,3,36.58
2700,169,782,154,11,280.50
2701,283,199,172,5,51.03
2702,460,699,164,16,511.85
2703,367,175,18,20,267.62
2704,277,7,110,17,971.51
2705,500,674,187,18,520.98
2706,102,917,44,16,382.52
2707,467,975,167,7,241.24
2708,26,110,148,16,425.79
2709,385,442,122,7,103.57
2710,378,155,100,8,455.48
2711,251,181,144,14,312.23
2712,179,234,105,6,340.84
2713,492,479,88,12,263.31
2714,88,904,99,18,681.76
2715,303,899,182,19,920.57
2716,204,419,79,9,450.86
2717,401,408,148,15,563.92
2718,327,577,157,14,473.03
2719,24,73,32,9,102.81
2720,235,290,200,20,1077.81
2721,447,536,176,8,164.81
2722,4,981,45,2,71.84
2723,17,660,89,20,377.05
2724,105,747,12,17,791.32
2725,309,604,7,4,168.98
2726,210,334,98,1,48.62
2727,399,814,6,15,187.93
2728,29,45,87,7,345.12
2729,293,785,119,12,129.97
2730,396,142,140,18,520.09
2731,270,12,38,8,226.46
2732,265,358,28,8,138.57
2733,109,81,96,17,517.88
2734,182,801,124,17,353.10
2735,307,177,9,1,53.98
2736,190,962,190,11,164.30
2737,277,221,147,16,486.18
2738,81,48,128,12,319.53
2739,164,191,178,11,127.54
2740,179,876,162,13,478.84
2741,99,275,4,7,381.13
2742,215,362,61,16,567.97
2743,292,357,182,6,276.63
2744,454,675,39,19,918.00
2745,145,752,129,4,82.42
2746,44,763,12,9,322.23
2747,29,792,67,9,451.28
2748,292,205,31,9,304.59
2749,474,637,66,19,910.90
2750,252,176,14,20,542.62
2751,453,117,131,1,44.34
2752,37,221,116,6,82.96
2753,396,709,8,4,213.50
2754,476,951,200,18,225.29
2755,306,252,143,13,194.49
2756,377,95,20,5,75.18
2757,313,955,62,15,633.17
2758,309,466,168,6,295.38
2759,186,845,116,10,346.14
2760,254,281,93,1,10.16
2761,166,967,115,10,557.71
2762,236,412,119,13,159.73
2763,300,53,146,7,410.06
2764,420,394,162,6,161.16
2765,104,145,174,1,45.61
2766,45,769,109,7,215.51
2767,345,504,72,16,761.65
2768,24,821,61,17,274.19
2769,384,443,162,6,104.19
2770,112,528,65,19,813.79
2771,165,775,178,18,343.23
2772,355,974,180,12,168.02
2773,454,714,104,17,475.22
2774,300,995,71,7,209.93
2775,332,818,196,11,235.40
2776,336,611,125,12,354.16
2777,82,388,65,8,220.89
2778,41,796,169,10,373.24
2779,122,46,5,17,199.35
2780,286,642,194,9,408.35
2781,391,153,10,7,94.12
2782,241,224,79,20,1191.30
2783,208,326,142,7,309.97
2784,316,80,134,13,338.84
2785,83,948,29,19,1013.00
2786,7,590,88,4,113.82
2787,162,148,128,13,605.14
2788,260,342,31,14,574.70
2789,203,338,183,2,96.59
2790,420,552,183,10,202.39
2791,199,48,186,2,43.97
2792,317,924,2,6,170.02
2793,384,960,101,11,314.89
2794,293,871,22,13,208.62
2795,473,62,89,8,176.17
2796,461,658,35,9,414.28
2797,316,424,95,13,283.54
2798,360,434,112,9,371.90
2799,351,572,71,5,131.54
2800,441,272,35,9,328.24
2801,343,188,70,11,467.70
2802,316,454,119,17,569.38
2803,180,216,54,14,816.96
2804,320,27,64,15,888.31
2805,479,144,151,4,128.58
2806,497,213,163,4,159.81
2807,235,604,74,14,621.23
2808,224,642,34,3,106.84
2809,349,802,166,3,63.65
2810,213,426,43,14,431.26
2811,459,196,51,15,686.04
2812,322,52,97,18,693.87
2813,6,643,3,19,957.55
2814,87,378,98,7,161.16
2815,96,796,185,18,187.06
2816,246,410,184,12,684.85
2817,63,270,1,2,31.10
2818,202,939,36,13,709.07
2819,433,229,150,5,228.44
2820,232,945,149,7,109.21
2821,274,767,107,16,788.91
2822,187,775,127,13,237.81
2823,412,704,8,12,171.01
2824,146,456,55,13,427.82
2825,356,844,46,20,312.75
2826,189,464,155,13,226.17
2827,145,617,181,6,276.62
2828,120,741,159,8,125.50
2829,285,910,194,4,100.89
2830,404,676,107,5,168.77
2831,471,52,182,7,306.48
2832,499,306,200,12,552.92
2833,100,767,185,12,335.56
2834,351,106,187,9,114.13
2835,295,761,94,3,99.23
2836,284,596,16,18,750.95
2837,208,20,15,2,109.17
2838,254,505,56,16,907.46
2839,54,970,56,7,210.26
2840,2,577,62,14,570.67
2841,429,499,73,6,73.14
2842,477,822,107,1,41.54
2843,158,258,117,2,110.15
2844,120,656,146,20,856.28
2845,197,964,143,6,231.68
2846,444,549,54,12,200.26
2847,290,463,188,11,301.34
2848,477,716,41,16,321.59
2849,328,27,147,13,490.85
2850,242,222,14,17,562.92
2851,407,935,200,16,281.17
2852,463,368,190,5,255.07
2853,170,915,192,10,524.06
2854,482,152,192,2,97.08
2855,296,221,6,15,342.82
2856,77,395,122,4,83.50
2857,100,386,44,1,32.69
2858,182,287,54,19,959.05
2859,260,364,173,14,821.98
2860,270,963,174,20,640.48
2861,371,906,183,3,81.59
2862,91,249,112,20,1099.84
2863,371,569,117,7,219.38
2864,456,884,173,9,156.53
2865,305,749,162,1,59.58
2866,367,59,171,12,450.62
2867,97,195,170,3,57.25
2868,62,545,67,2,116.73
2869,11,623,161,12,683.19
2870,211,807,182,18,539.02
2871,203,261,182,17,788.03
2872,339,968,89,1,19.14
2873,437,727,35,13,210.66
2874,482,120,184,19,472.15
2875,121,145,131,14,437.03
2876,437,49,183,14,361.74
2877,434,236,69,4,131.65
2878,353,250,75,16,266.85
2879,327,966,119,10,278.21
2880,283,998,32,5,197.01
2881,402,906,179,7,145.07
2882,117,830,21,7,169.86
2883,49,97,22,4,67.39
2884,24,603,35,19,887.38
2885,199,789,183,12,272.45
2886,302,802,27,9,336.87
2887,419,510,5,16,343.08
2888,39,173,157,8,195.85
2889,193,795,57,9,485.92
2890,438,740,109,4,222.82
2891,342,607,81,7,298.08
2892,33,894,160,17,263.00
2893,454,981,22,2,44.03
2894,46,807,149,1,43.40
2895,26,658,109,20,328.44
2896,431,918,200,10,456.52
2897,372,406,9,17,744.95
2898,318,450,81,13,140.88
2899,370,414,26,4,188.07
2900,214,841,1,15,835.34
2901,6,481,6,17,353.18
2902,53,278,92,11,513.71
2903,368,325,13,9,97.88
2904,305,502,195,9,166.71
2905,376,101,50,11,426.49
2906,27,503,81,3,65.17
2907,31,529,157,13,193.65
2908,111,229,191,17,317.25
2909,468,962,61,7,259.68
2910,227,313,58,11,640.38
2911,411,705,170,10,167.74
2912,347,183,111,6,161.62
2913,498,84,65,18,564.59
2914,225,275,137,20,292.21
2915,441,20,200,18,655.47
2916,95,785,2,6,104.70
2917,413,846,177,13,459.69
2918,481,783,22,4,72.08
2919,434,516,187,15,731.24
2920,106,103,31,8,328.51
2921,32,511,19,17,904.47
2922,211,830,137,3,124.95
2923,195,211,122,18,940.47
2924,143,595,102,10,420.89
2925,347,791,71,20,1142.25
2926,454,854,124,5,86.20
2927,172,344,4,15,804.10
2928,140,871,43,7,222.88
2929,380,329,134,1,26.95
2930,2,150,27,13,595.87
2931,106,561,158,18,852.77
2932,332,509,26,9,129.67
2933,455,57,45,2,111.99
2934,179,191,101,11,252.85
2935,260,265,139,6,299.19
2936,262,68,76,2,92.77
2937,403,622,48,20,452.82
2938,360,604,112,6,161.43
2939,364,82,43,16,308.85
2940,456,133,82,13,693.45
2941,163,895,39,1,40.42
2942,396,874,105,8,242.51
2943,411,938,70,16,946.92
2944,433,432,126,20,431.51
2945,490,457,181,15,424.06
2946,241,647,130,15,577.64
2947,461,784,135,5,293.81
2948,96,722,21,6,204.96
2949,64,254,5,14,562.61
2950,381,68,195,13,361.05
2951,311,62,82,19,455.61
2952,12,129,144,18,456.80
2953,100,261,164,17,971.32
2954,420,558,187,17,1009.74
2955,332,64,94,3,130.44
2956,226,269,86,12,449.65
2957,224,743,146,18,464.40
2958,358,711,20,20,511.29
2959,389,515,76,12,217.37
2960,239,159,148,9,253.31
2961,65,351,130,8,215.07
2962,50,320,107,12,526.87
2963,226,245,14,2,116.17
2964,500,84,7,11,510.86
2965,21,888,190,11,237.63
2966,436,474,70,17,982.64
2967,87,921,34,9,179.43
2968,4,730,45,3,55.43
2969,303,529,92,10,577.14
2970,309,55,156,7,136.69
2971,456,811,166,2,31.55
2972,422,552,184,5,65.51
2973,311,331,172,10,165.48
2974,370,452,169,12,395.30
2975,398,487,194,3,88.68
2976,353,745,19,11,448.98
2977,140,856,160,4,198.94
2978,481,680,33,13,153.56
2979,304,148,17,14,276.86
2980,419,800,131,14,380.08
2981,249,12,67,10,387.39
2982,313,28,193,8,150.93
2983,155,502,104,5,123.43
2984,432,675,192,3,133.30
2985,113,142,43,20,237.81
2986,169,155,169,6,236.41
2987,291,750,54,9,137.06
2988,44,266,82,3,99.39
2989,195,222,96,7,157.43
2990,429,226,101,13,151.83
2991,261,730,92,6,70.88
2992,268,872,117,4,183.70
2993,347,799,195,11,301.83
2994,26,1000,64,17,585.65
2995,4,498,51,4,178.29
2996,314,151,174,17,925.49
2997,372,854,113,15,886.57
2998,266,830,16,14,695.80
2999,137,855,97,6,253.08
3000,325,503,76,17,338.29
3001,140,847,38,15,801.87
3002,50,655,150,15,843.27
3003,299,828,44,13,415.94
3004,167,543,193,18,809.57
3005,44,205,114,3,105.22
3006,112,55,19,11,513.88
3007,432,832,86,12,291.10
3008,312,145,79,2,89.98
3009,2,106,56,13,185.98
3010,101,502,84,10,280.99
3011,18,737,176,5,175.30
3012,385,736,92,11,570.96
3013,94,505,99,2,47.85
3014,345,525,200,10,309.89
3015,3,89,63,17,461.61
3016,261,868,159,10,448.28
3017,203,849,32,19,219.00
3018,450,182,141,5,204.34
3019,190,596,27,1,14.08
3020,192,315,169,6,212.45
3021,223,556,71,4,41.70
3022,445,567,31,9,351.50
3023,193,126,3,10,317.27
3024,396,752,149,8,209.27
3025,382,370,51,14,492.01
3026,62,838,2,13,356.33
3027,25,407,67,19,614.18
3028,463,974,129,13,699.43
3029,268,490,62,11,421.69
3030,108,460,43,5,129.17
3031,330,1,112,20,975.86
3032,76,564,75,20,574.08
3033,251,304,22,7,166.72
3034,27,269,76,17,454.22
3035,285,567,175,2,25.35
3036,394,762,93,11,384.49
3037,271,454,187,4,141.79
3038,326,660,54,4,60.29
3039,404,294,113,7,253.56
3040,400,761,163,10,139.66
3041,66,526,175,18,608.54
3042,338,178,21,9,156.78
3043,411,767,122,1,38.76
3044,148,149,96,5,86.84
3045,229,92,181,18,577.78
3046,73,864,176,11,293.13
3047,70,570,174,18,1067.01
3048,285,804,149,12,391.01
3049,146,527,35,13,509.92
3050,428,295,118,19,258.51
3051,272,522,180,7,358.23
3052,70,599,139,14,796.01
3053,168,768,193,17,882.20
3054,82,813,195,11,327.36
3055,447,582,187,20,1020.75
3056,461,799,20,8,179.31
3057,379,24,72,17,824.68
3058,315,265,121,20,565.10
3059,490,661,176,8,415.72
3060,273,561,174,17,972.33
3061,153,972,85,19,300.55
3062,426,3,160,8,268.10
3063,422,479,127,20,844.31
3064,109,497,97,3,155.90
3065,371,163,28,20,692.50
3066,432,352,31,19,418.04
3067,215,258,110,8,342.10
3068,243,752,29,1,45.63
3069,58,341,86,1,13.48
3070,152,619,146,12,467.26
3071,260,593,158,7,295.73
3072,303,184,117,6,218.23
3073,191,405,20,6,233.33
3074,474,812,195,7,122.75
3075,315,349,81,7,244.01
3076,482,893,199,15,400.35
3077,293,782,73,18,1037.96
3078,433,68,33,15,584.52
3079,172,911,5,20,318.97
3080,220,5,10,16,247.66
3081,314,528,196,7,146.65
3082,225,221,28,4,89.60
3083,225,153,89,18,570.28
3084,262,623,152,18,182.71
3085,478,187,85,5,254.82
3086,122,868,199,4,61.53
3087,29,267,60,3,37.78
3088,157,615,26,9,416.69
3089,324,384,148,19,756.78
3090,387,233,101,1,15.47
3091,378,651,65,15,702.26
3092,414,414,199,13,280.54
3093,344,774,14,10,556.10
3094,384,325,78,16,708.08
3095,234,427,142,10,167.55
3096,220,29,46,11,268.14
3097,155,209,160,16,216.26
3098,62,673,88,15,223.22
3099,123,789,113,8,264.95
3100,14,162,151,20,327.02
3101,451,996,43,9,182.67
3102,126,316,135,14,474.90
3103,368,153,82,5,263.69
3104,283,319,31,19,214.46
3105,125,327,86,10,170.55
3106,315,436,142,3,172.97
3107,2,692,60,10,110.37
3108,357,857,74,10,305.17
3109,230,407,104,1,30.17
3110,353,650,187,17,543.96
3111,500,416,101,1,36.93
3112,316,261,87,12,694.55
3113,283,787,44,13,540.95
3114,331,297,199,15,508.14
3115,317,897,74,7,327.02
3116,272,355,64,3,43.40
3117,405,852,115,9,528.34
3118,262,582,21,4,201.85
3119,453,629,140,4,139.65
3120,395,525,119,2,50.85
3121,423,995,126,12,593.48
3122,408,680,127,9,275.02
3123,433,490,142,19,816.54
3124,469,72,179,18,1039.14
3125,259,358,114,9,113.89
3126,195,799,29,8,162.71
3127,324,571,157,1,42.72
3128,6,809,18,16,309.01
3129,77,514,139,7,156.38
3130,63,480,38,1,53.13
3131,319,250,72,14,262.18
3132,416,39,69,7,181.00
3133,85,856,2,13,309.89
3134,109,158,189,7,349.85
3135,154,893,62,1,23.95
3136,158,678,80,17,211.95
3137,212,171,31,13,171.66
3138,271,233,78,2,109.38
3139,145,747,91,11,164.48
3140,403,368,103,2,85.52
3141,272,710,32,7,377.41
3142,297,825,78,9,211.58
3143,165,46,52,11,519.47
3144,470,100,171,9,432.71
3145,462,409,73,10,237.24
3146,412,26,96,13,206.16
3147,332,882,135,10,277.96
3148,81,914,51,5,71.98
3149,486,356,19,16,654.46
3150,254,129,75,11,422.64
3151,101,3,196,18,552.54
3152,311,924,84,16,381.76
3153,90,9,46,17,724.11
3154,425,787,77,11,335.56
3155,319,290,135,9,286.85
3156,165,733,138,20,1045.07
3157,492,309,199,19,543.89
3158,229,812,117,14,613.99
3159,250,591,133,6,78.35
3160,185,204,69,9,201.95
3161,176,485,43,2,84.14
3162,413,580,177,6,90.58
3163,478,958,131,9,174.38
3164,279,392,14,11,191.79
3165,160,740,163,16,524.93
3166,11,2,180,3,160.79
3167,63,765,178,6,196.68
3168,255,700,200,3,45.13
3169,141,266,159,8,341.35
3170,68,492,91,12,263.56
3171,294,363,190,18,775.38
3172,459,219,8,10,188.52
3173,371,700,3,9,90.37
3174,334,938,147,13,263.95
3175,344,241,59,3,179.99
3176,59,924,125,18,506.29
3177,113,162,61,7,130.01
3178,342,33,117,17,837.18
3179,179,915,128,2,27.56
3180,111,301,170,11,124.67
3181,115,835,149,11,641.36
3182,443,13,147,20,399.66
3183,16,190,181,2,75.64
3184,217,698,191,10,251.01
3185,179,561,20,2,57.17
3186,9,165,137,17,897.56
3187,464,762,141,5,76.72
3188,72,326,76,18,938.07
3189,46,18,151,13,523.71
3190,432,218,118,2,116.53
3191,119,632,164,8,419.73
3192,431,663,47,14,248.88
3193,428,867,74,9,181.92
3194,155,686,25,6,166.91
3195,4,948,66,2,25.71
3196,429,253,18,20,731.21
3197,344,813,134,3,99.49
3198,106,727,12,5,112.38
3199,460,851,63,13,181.65
3200,174,170,71,14,486.21
3201,214,859,52,3,50.25
3202,393,764,149,1,40.48
3203,111,924,126,10,420.08
3204,209,546,76,6,279.26
3205,135,673,144,7,147.96
3206,207,613,161,11,176.12
3207,302,529,115,16,670.55
3208,17,882,23,1,36.17
3209,70,589,31,16,957.98
3210,40,446,63,16,837.90
3211,204,189,109,19,575.94
3212,260,148,51,6,344.22
3213,206,168,129,14,830.56
3214,360,923,76,3,72.32
3215,378,238,197,16,205.77
3216,113,504,106,6,165.09
3217,93,636,129,15,640.48
3218,478,692,10,12,514.77
3219,188,563,158,18,237.76
3220,2,258,58,10,116.57
3221,45,526,105,11,553.59
3222,107,425,64,6,134.69
3223,410,726,180,1,39.05
3224,422,42,169,5,181.50
3225,174,260,135,11,338.11
3226,89,78,190,4,190.54
3227,209,706,5,9,185.89
3228,368,413,57,5,155.22
3229,273,430,187,13,482.13
3230,225,374,30,14,737.67
3231,260,236,116,18,1078.48
3232,52,360,45,14,413.60
3233,185,207,31,5,153.76
3234,334,642,188,16,682.70
3235,483,213,137,16,356.67
3236,414,676,106,12,589.84
3237,105,276,142,1,28.34
3238,227,58,79,11,565.34
3239,368,117,99,3,123.07
3240,2,249,184,15,169.09
3241,228,35,87,12,359.24
3242,230,136,175,18,321.46
3243,277,359,47,15,476.57
3244,335,86,144,13,152.08
3245,346,908,80,1,35.28
3246,161,555,70,13,408.41
3247,92,138,166,15,556.14
3248,223,317,20,6,313.89
3249,132,617,83,19,767.81
3250,23,521,56,19,840.48
3251,336,13,123,5,166.61
3252,85,955,154,9,469.10
3253,241,328,109,20,214.50
3254,209,218,3,20,545.04
3255,413,424,172,6,230.54
3256,444,324,33,16,272.12
3257,160,295,66,5,232.31
3258,335,715,104,1,53.31
3259,293,833,173,9,505.32
3260,474,905,3,11,150.47
3261,19,629,99,16,711.29
3262,96,303,168,10,283.89
3263,270,235,88,20,657.59
3264,107,29,170,6,84.00
3265,200,110,17,11,159.77
3266,59,93,89,1,58.59
3267,22,287,89,12,416.88
3268,68,890,68,14,718.90
3269,456,414,111,6,185.55
3270,24,632,7,3,111.47
3271,28,917,178,7,190.27
3272,349,471,184,19,204.61
3273,287,875,157,4,153.31
3274,496,816,52,18,216.23
3275,128,594,132,20,1114.08
3276,259,860,119,9,535.52
3277,426,598,200,11,419.10
3278,286,997,113,14,701.68
3279,208,787,63,4,139.74
3280,239,586,117,10,140.02
3281,193,274,100,18,975.63
3282,201,691,123,15,760.54
3283,318,135,5,1,54.15
3284,446,838,118,9,303.06
3285,46,505,19,9,167.32
3286,460,477,120,8,196.41
3287,72,863,75,10,503.72
3288,468,238,177,3,91.55
3289,444,36,99,7,167.91
3290,253,782,71,9,464.79
3291,144,16,129,7,247.02
3292,6,321,41,17,635.63
3293,175,499,76,5,84.11
3294,163,449,28,20,1079.10
3295,480,30,69,16,636.42
3296,140,41,39,18,645.05
3297,257,824,112,17,773.44
3298,168,7,74,1,24.70
